,player_height,player_name,team_conference,team_name,player_height_in
443,6-11,Jack Crook,Western Athletic Conference,Seattle,83
444,6-6,Lewis Cramer,Western Athletic Conference,Seattle,78
445,6-3,Jarell Flora,Western Athletic Conference,Seattle,75
446,7-3,Aaron Menzies,Western Athletic Conference,Seattle,87
447,5-11,Henry Lowe,Big East Conference,Villanova,71
448,6-3,Jalen Brunson,Big East Conference,Villanova,75
449,6-6,Kris Jenkins,Big East Conference,Villanova,78
450,6-5,Josh Hart,Big East Conference,Villanova,77
451,6-7,Eric Paschall,Big East Conference,Villanova,79
452,6-3,Phil Booth,Big East Conference,Villanova,75
453,6-5,Donte DiVincenzo,Big East Conference,Villanova,77
454,6-3,Ryan Arcidiacono,Big East Conference,Villanova,75
455,6-5,Patrick Farrell,Big East Conference,Villanova,77
456,6-5,Patrick Farrell,Big East Conference,Villanova,77
457,6-11,Daniel Ochefu,Big East Conference,Villanova,83
458,6-7,Mikal Bridges,Big East Conference,Villanova,79
459,6-9,Tim Delaney,Big East Conference,Villanova,81
460,6-8,Darryl Reynolds,Big East Conference,Villanova,80
461,6-8,Kevin Rafferty,Big East Conference,Villanova,80
462,6-2,Dalique Mingo,Mid-Eastern Athletic Conference,Howard,74
463,6-4,Kofi Andoh,Mid-Eastern Athletic Conference,Howard,76
464,6-5,Prince Okoroh,Mid-Eastern Athletic Conference,Howard,77
465,5-9,Ausar Madison,Mid-Eastern Athletic Conference,Howard,69
466,6-2,Brandon Ford,Mid-Eastern Athletic Conference,Howard,74
467,5-9,Keon Hill,Mid-Eastern Athletic Conference,Howard,69
468,5-11,James Daniel,Mid-Eastern Athletic Conference,Howard,71
469,6-4,Saleem Little,Mid-Eastern Athletic Conference,Howard,76
470,6-5,Damon Collins,Mid-Eastern Athletic Conference,Howard,77
471,6-7,Solomon Mangham,Mid-Eastern Athletic Conference,Howard,79
472,5-10,Patrick Speller,Mid-Eastern Athletic Conference,Howard,70
473,6-10,Marcel Boyd,Mid-Eastern Athletic Conference,Howard,82
474,6-3,Jalen Jones,Mid-Eastern Athletic Conference,Howard,75
475,5-9,Chuck Smith,Mid-Eastern Athletic Conference,Howard,69
476,6-8,Cameron Lewis,Mid-Eastern Athletic Conference,Howard,80
477,6-7,Tyler Stone,Mid-Eastern Athletic Conference,Howard,79
478,6-4,James Miller,Mid-Eastern Athletic Conference,Howard,76
479,6-9,Oliver Ellison,Mid-Eastern Athletic Conference,Howard,81
480,6-8,Kentrall Brooks,Metro Atlantic Athletic Conference,Marist,80
481,6-2,Brian Parker,Metro Atlantic Athletic Conference,Marist,74
482,6-5,Isaiah Lamb,Metro Atlantic Athletic Conference,Marist,77
483,6-2,Khallid Hart,Metro Atlantic Athletic Conference,Marist,74
484,6-5,James Griffin,Metro Atlantic Athletic Conference,Marist,77
485,6-4,K.J. Lee,Metro Atlantic Athletic Conference,Marist,76
486,6-6,Kristinn Palsson,Metro Atlantic Athletic Conference,Marist,78
487,6-7,Obi Momah,Metro Atlantic Athletic Conference,Marist,79
488,6-9,Connor McClenaghan,Metro Atlantic Athletic Conference,Marist,81
489,6-5,Ryan Funk,Metro Atlantic Athletic Conference,Marist,77
490,6-4,David Knudsen,Metro Atlantic Athletic Conference,Marist,76
491,6-7,Phillip Lawrence,Metro Atlantic Athletic Conference,Marist,79
492,6-10,Eric Truog,Metro Atlantic Athletic Conference,Marist,82
493,6-3,Joe Rosga,Summit League,Denver,75
494,6-2,Bradley George,Summit League,Denver,74
495,6-3,Jake Pemberton,Summit League,Denver,75
496,6-6,Jake Holtzmann,Summit League,Denver,78
497,6-7,C.J. Bobbitt,Summit League,Denver,79
498,6-4,Duke Douglas,Summit League,Denver,76
499,6-5,Thomas Neff,Summit League,Denver,77
500,6-0,Bryant Rucker,Summit League,Denver,72
501,6-2,Josiah Dunn,Summit League,Denver,74
502,6-6,Christian Mackey,Summit League,Denver,78
503,6-6,Abiola Akintola,Summit League,Denver,78
504,6-3,Nate Engesser,Summit League,Denver,75
505,6-7,Marcus Byrd,Summit League,Denver,79
506,6-10,Daniel Amigo,Summit League,Denver,82
507,6-5,Julian Harrell,Big Sky Conference,E Washington,77
508,6-3,Ty Gibson,Big Sky Conference,E Washington,75
509,5-9,Daniel Hill,Big Sky Conference,E Washington,69
510,6-3,Sir Washington,Big Sky Conference,E Washington,75
511,5-10,Nate Galgalo,Big Sky Conference,E Washington,70
512,5-9,Austin McBroom,Big Sky Conference,E Washington,69
513,6-4,Parker Kelly,Big Sky Conference,E Washington,76
514,6-2,Michael Wearne,Big Sky Conference,E Washington,74
515,6-6,Bear Henderson,Big Sky Conference,E Washington,78
516,6-5,Grant Gibb,Big Sky Conference,E Washington,77
517,6-1,Will Ferris,Big Sky Conference,E Washington,73
518,6-4,Cody Benzel,Big Sky Conference,E Washington,76
519,6-8,Enrico Nuno,Big Sky Conference,E Washington,80
520,6-8,Kyle Reid,Big Sky Conference,E Washington,80
521,6-7,Jesse Hunt,Big Sky Conference,E Washington,79
522,6-6,Bogdan Bliznyuk,Big Sky Conference,E Washington,78
523,6-7,Geremy McKay,Big Sky Conference,E Washington,79
524,6-5,Felix Von Hofe,Big Sky Conference,E Washington,77
525,6-8,Venky Jois,Big Sky Conference,E Washington,80
526,5-10,Armani Chaney,Ohio Valley - East,Tennessee St,70
527,6-4,Jordan Reed,Ohio Valley - East,Tennessee St,76
528,6-5,Marcus Roper,Ohio Valley - East,Tennessee St,77
529,6-2,Xavier Richards,Ohio Valley - East,Tennessee St,74
530,6-4,Tahjere McCall,Ohio Valley - East,Tennessee St,76
531,6-2,Thomas Davis,Ohio Valley - East,Tennessee St,74
532,6-6,Demontez Loman,Ohio Valley - East,Tennessee St,78
533,6-7,Samson Oyediran,Ohio Valley - East,Tennessee St,79
534,6-4,Darreon Reddick,Ohio Valley - East,Tennessee St,76
535,6-2,Keron Deshields,Ohio Valley - East,Tennessee St,74
536,6-4,Johnny Woodard,Ohio Valley - East,Tennessee St,76
537,6-9,Christian Mekowulu,Ohio Valley - East,Tennessee St,81
538,6-10,Neville Fincher,Ohio Valley - East,Tennessee St,82
539,6-4,Khalil Spencer,Ohio Valley - East,Tennessee St,76
540,6-7,Wayne Martin,Ohio Valley - East,Tennessee St,79
541,5-11,Jaylen Brantley,Big Ten Conference,Maryland,71
542,6-3,Melo Trimble,Big Ten Conference,Maryland,75
543,6-9,Robert Carter,Big Ten Conference,Maryland,81
544,6-4,Dion Wiley,Big Ten Conference,Maryland,76
545,6-9,Jake Layman,Big Ten Conference,Maryland,81
546,6-7,Jared Nickens,Big Ten Conference,Maryland,79
547,5-11,Trevor Anzmann,Big Ten Conference,Maryland,71
548,6-9,Ivan Bender,Big Ten Conference,Maryland,81
549,7-1,Michal Cekovsky,Big Ten Conference,Maryland,85
550,5-9,Varun Ram,Big Ten Conference,Maryland,69
551,6-8,Jonathan Graham,Big Ten Conference,Maryland,80
552,6-11,Diamond Stone,Big Ten Conference,Maryland,83
553,6-11,Damonte Dodd,Big Ten Conference,Maryland,83
554,6-5,Connor Cashaw,Conference USA,Rice,77
555,5-9,Max Guercy,Conference USA,Rice,69
556,6-5,Egor Koulechov,Conference USA,Rice,77
557,6-2,Marcus Evans,Conference USA,Rice,74
558,6-7,Marquez Letcher-Ellis,Conference USA,Rice,79
559,6-5,Bishop Mency,Conference USA,Rice,77
560,6-3,Chad Lott,Conference USA,Rice,75
561,6-3,Marcus Jackson,Conference USA,Rice,75
562,6-4,Harrison Brown,Conference USA,Rice,76
563,6-6,Amir Smith,Conference USA,Rice,78
564,7-1,Nate Pollard,Conference USA,Rice,85
565,6-10,Andrew Drone,Conference USA,Rice,82
566,6-7,Kahlil Thomas,Metro Atlantic Athletic Conference,Rider,79
567,6-3,Zedric Sadler,Metro Atlantic Athletic Conference,Rider,75
568,6-4,Jimmie Taylor,Metro Atlantic Athletic Conference,Rider,76
569,6-4,Teddy Okereafor,Metro Atlantic Athletic Conference,Rider,76
570,5-9,Kealen Ives,Metro Atlantic Athletic Conference,Rider,69
571,6-7,Xavier Lundy,Metro Atlantic Athletic Conference,Rider,79
572,6-3,Anthony Durham,Metro Atlantic Athletic Conference,Rider,75
573,6-7,Shawn Valentine,Metro Atlantic Athletic Conference,Rider,79
574,6-5,Khalil Alford,Metro Atlantic Athletic Conference,Rider,77
575,6-6,Josh Williams,Metro Atlantic Athletic Conference,Rider,78
576,6-4,Gemil Holbrook,Metro Atlantic Athletic Conference,Rider,76
577,6-9,Lacey James,Metro Atlantic Athletic Conference,Rider,81
578,6-9,Kenny Grant,Metro Atlantic Athletic Conference,Rider,81
579,6-5,Jerome Robinson,Atlantic Coast Conference,Boston College,77
580,6-2,Darryl Hicks,Atlantic Coast Conference,Boston College,74
581,6-2,Eli Carter,Atlantic Coast Conference,Boston College,74
582,6-11,Idy Diallo,Atlantic Coast Conference,Boston College,83
583,6-5,Garland Owens,Atlantic Coast Conference,Boston College,77
584,6-7,Ervins Meznieks,Atlantic Coast Conference,Boston College,79
585,6-7,A.J. Turner,Atlantic Coast Conference,Boston College,79
586,6-10,Johncarlos Reyes,Atlantic Coast Conference,Boston College,82
587,6-9,John Cain Carney,Atlantic Coast Conference,Boston College,81
588,5-10,Steve Perpiglia,Atlantic Coast Conference,Boston College,70
589,6-4,Matt Milon,Atlantic Coast Conference,Boston College,76
590,7-1,Dennis Clifford,Atlantic Coast Conference,Boston College,85
591,6-5,Gordon Gehan,Atlantic Coast Conference,Boston College,77
592,6-3,Sammy Barnes-Thompkins,Atlantic Coast Conference,Boston College,75
593,5-10,Parker Jackson-Cartwright,Pac-12 Conference,Arizona,70
594,6-3,Gabe York,Pac-12 Conference,Arizona,75
595,6-8,Ray Smith,Pac-12 Conference,Arizona,80
596,6-5,Justin Simon,Pac-12 Conference,Arizona,77
597,6-3,Kadeem Allen,Pac-12 Conference,Arizona,75
598,6-4,Allonzo Trier,Pac-12 Conference,Arizona,76
599,6-9,Ryan Anderson,Pac-12 Conference,Arizona,81
600,7-0,Dusan Ristic,Pac-12 Conference,Arizona,84
601,6-10,Chance Comanche,Pac-12 Conference,Arizona,82
602,6-9,Mark Tollefsen,Pac-12 Conference,Arizona,81
603,6-5,Elliott Pitts,Pac-12 Conference,Arizona,77
604,7-0,Kaleb Tarczewski,Pac-12 Conference,Arizona,84
605,6-2,Trey Mason,Pac-12 Conference,Arizona,74
606,6-0,Jacob Hazzard,Pac-12 Conference,Arizona,72
607,6-6,Chris Johnson,Pac-12 Conference,Arizona,78
608,6-7,Kavin Gilder-Tilbury,Sun Belt Conference,Texas State,79
609,6-7,Kavin Gilder-Tilbury,Sun Belt Conference,Texas State,79
610,6-5,Jonathan Wiley,Sun Belt Conference,Texas State,77
611,6-1,Ojai Black,Sun Belt Conference,Texas State,73
612,6-3,Wesley Davis,Sun Belt Conference,Texas State,75
613,6-0,Ethan Montalvo,Sun Belt Conference,Texas State,72
614,6-8,Emani Gant,Sun Belt Conference,Texas State,80
615,6-4,Victor Bermudez,Sun Belt Conference,Texas State,76
616,6-4,JaMarcus Weatherspoon,Sun Belt Conference,Texas State,76
617,6-7,Cameron Naylor,Sun Belt Conference,Texas State,79
618,6-11,Austin Evans,Sun Belt Conference,Texas State,83
619,6-7,Kendall Ramlal,Sun Belt Conference,Texas State,79
620,6-8,Ed Seay,Sun Belt Conference,Texas State,80
621,6-3,Brian Herring,Sun Belt Conference,Texas State,75
622,6-2,D.J. Brown,Sun Belt Conference,Texas State,74
623,6-4,Khalil Bedart-Ghani,West Coast Conference,San Diego,76
624,6-5,Tyler Williams,West Coast Conference,San Diego,77
625,6-7,Brandon Perry,West Coast Conference,San Diego,79
626,6-2,Olin Carter III,West Coast Conference,San Diego,74
627,6-5,Vasa Pusica,West Coast Conference,San Diego,77
628,6-3,Chris Sarbaugh,West Coast Conference,San Diego,75
629,6-5,Duda Sanadze,West Coast Conference,San Diego,77
630,6-0,Marcus Harris,West Coast Conference,San Diego,72
631,6-7,Cameron Neubauer,West Coast Conference,San Diego,79
632,6-8,Alex Floresca,West Coast Conference,San Diego,80
633,6-2,Adam Gotelli,West Coast Conference,San Diego,74
634,6-4,Hunter Summy,West Coast Conference,San Diego,76
635,6-6,Christian Oshita,West Coast Conference,San Diego,78
636,6-3,Ryan Woolridge,West Coast Conference,San Diego,75
637,6-6,Brett Bailey,West Coast Conference,San Diego,78
638,6-9,Jito Kok,West Coast Conference,San Diego,81
639,6-4,Brynton Lemar,Big West Conference,UC Davis,76
640,6-3,Lawrence White,Big West Conference,UC Davis,75
641,5-10,Darius Graham,Big West Conference,UC Davis,70
642,6-3,Siler Schneider,Big West Conference,UC Davis,75
643,6-7,Chima Moneke,Big West Conference,UC Davis,79
644,6-8,Georgi Funtarov,Big West Conference,UC Davis,80
645,6-7,J.T. Adenrele,Big West Conference,UC Davis,79
646,6-1,Luca Ferrari,Big West Conference,UC Davis,73
647,6-6,Josh Fox,Big West Conference,UC Davis,78
648,6-10,Neal Monson,Big West Conference,UC Davis,82
649,6-5,Rogers Printup,Big West Conference,UC Davis,77
650,6-10,Nolan Berry,Big West Conference,UC Davis,82
651,6-3,Joe Mooney,Big West Conference,UC Davis,75
652,6-3,Michael Onyebalu,Big West Conference,UC Davis,75
653,6-8,Clint Bozner,Big West Conference,UC Davis,80
654,6-8,Garrison Goode,Big West Conference,UC Davis,80
655,6-2,Olivier-Paul Betu,Big West Conference,UC Davis,74
656,6-5,Brandon Sampson,Southeastern Conference,LSU,77
657,6-4,Antonio Blakeney,Southeastern Conference,LSU,76
658,7-1,Elbert Robinson III,Southeastern Conference,LSU,85
659,6-4,Keith Hornsby,Southeastern Conference,LSU,76
660,6-1,Josh Gray,Southeastern Conference,LSU,73
661,5-9,Henry Shortess,Southeastern Conference,LSU,69
662,6-1,Jalyn Patterson,Southeastern Conference,LSU,73
663,6-5,Brian Bridgewater,Southeastern Conference,LSU,77
664,6-9,Aaron Epps,Southeastern Conference,LSU,81
665,7-0,Darcy Malone,Southeastern Conference,LSU,84
666,6-10,Ben Simmons,Southeastern Conference,LSU,82
667,6-9,Craig Victor,Southeastern Conference,LSU,81
668,6-8,Brandon Eddlestone,Southeastern Conference,LSU,80
669,6-6,Tim Quarterman,Southeastern Conference,LSU,78
670,6-0,Lamarr Kimble,Atlantic 10 Conference,Saint Joe's,72
671,6-0,Shavar Newkirk,Atlantic 10 Conference,Saint Joe's,72
672,6-5,Aaron Brown,Atlantic 10 Conference,Saint Joe's,77
673,6-3,Mike Booth,Atlantic 10 Conference,Saint Joe's,75
674,6-3,Chris Clover,Atlantic 10 Conference,Saint Joe's,75
675,6-7,Isaiah Miles,Atlantic 10 Conference,Saint Joe's,79
676,6-6,Brendan Casper,Atlantic 10 Conference,Saint Joe's,78
677,6-2,Kyle Thompson,Atlantic 10 Conference,Saint Joe's,74
678,6-7,Markell Lodge,Atlantic 10 Conference,Saint Joe's,79
679,6-8,Pierfrancesco Oliva,Atlantic 10 Conference,Saint Joe's,80
680,6-6,James Demery,Atlantic 10 Conference,Saint Joe's,78
681,6-8,Papa Ndao,Atlantic 10 Conference,Saint Joe's,80
682,6-10,Skylar Scrivano,Atlantic 10 Conference,Saint Joe's,82
683,6-8,Javon Baumann,Atlantic 10 Conference,Saint Joe's,80
684,6-9,Jai Williams,Atlantic 10 Conference,Saint Joe's,81
685,6-6,DeAndre Bembry,Atlantic 10 Conference,Saint Joe's,78
686,6-3,Brandon Hatton,America East Conference,UVM,75
687,6-8,Josh Herlihy,America East Conference,UVM,80
688,6-2,Trae Bell-Haynes,America East Conference,UVM,74
689,6-2,David Urso,America East Conference,UVM,74
690,6-5,Dylan Sinnickson,America East Conference,UVM,77
691,6-8,Darren Payen,America East Conference,UVM,80
692,6-2,Cam Ward,America East Conference,UVM,74
693,6-3,Ernie Duncan,America East Conference,UVM,75
694,6-6,Everett Duncan,America East Conference,UVM,78
695,6-1,Dre Wills,America East Conference,UVM,73
696,6-8,Drew Urquhart,America East Conference,UVM,80
697,6-9,Ethan O'Day,America East Conference,UVM,81
698,6-6,Kurt Steidl,America East Conference,UVM,78
699,6-8,Payton Henson,America East Conference,UVM,80
700,6-5,Devon Hall,Atlantic Coast Conference,UVA,77
701,6-5,Marial Shayok,Atlantic Coast Conference,UVA,77
702,7-1,Mike Tobey,Atlantic Coast Conference,UVA,85
703,6-8,Evan Nolte,Atlantic Coast Conference,UVA,80
704,6-8,Anthony Gill,Atlantic Coast Conference,UVA,80
705,6-5,Malcolm Brogdon,Atlantic Coast Conference,UVA,77
706,6-7,Isaiah Wilkins,Atlantic Coast Conference,UVA,79
707,6-8,Jarred Reuter,Atlantic Coast Conference,UVA,80
708,6-2,London Perrantes,Atlantic Coast Conference,UVA,74
709,6-11,Jack Salt,Atlantic Coast Conference,UVA,83
710,6-6,Jeff Jones,Atlantic Coast Conference,UVA,78
711,6-4,Darius Thompson,Atlantic Coast Conference,UVA,76
712,6-9,Austin Nichols,Atlantic Coast Conference,UVA,81
713,6-9,Caid Kirven,Atlantic Coast Conference,UVA,81
714,6-4,Anthony Odunsi,Southland Conference,Houston Baptist,76
715,6-3,Asa Cantwell,Southland Conference,Houston Baptist,75
716,6-9,Cody Stetler,Southland Conference,Houston Baptist,81
717,6-7,Colter Lasher,Southland Conference,Houston Baptist,79
718,6-4,Trey Patterson,Southland Conference,Houston Baptist,76
719,6-2,Mike Turner,Southland Conference,Houston Baptist,74
720,6-6,Terry Harris,Southland Conference,Houston Baptist,78
721,5-10,Stephen O'Suji,Southland Conference,Houston Baptist,70
722,6-3,Reveal Chukwujekwu,Southland Conference,Houston Baptist,75
723,6-7,Alex Fountain,Southland Conference,Houston Baptist,79
724,6-6,Kyren Block,Southland Conference,Houston Baptist,78
725,6-4,Jourdan Stickler,Southland Conference,Houston Baptist,76
726,6-10,Isaiah Robinson,Southland Conference,Houston Baptist,82
727,6-3,Caleb Crayton,Southland Conference,Houston Baptist,75
728,6-10,Josh Ibarra,Southland Conference,Houston Baptist,82
729,6-1,William Gates Jr.,Southland Conference,Houston Baptist,73
730,6-3,Kyle Allman,Big West Conference,CS Fullerton,75
731,6-2,Tre' Coggins,Big West Conference,CS Fullerton,74
732,5-10,Lionheart Leslie,Big West Conference,CS Fullerton,70
733,6-6,Tim Myles,Big West Conference,CS Fullerton,78
734,6-8,Malcolm Henderson,Big West Conference,CS Fullerton,80
735,6-1,Lanerryl Johnson,Big West Conference,CS Fullerton,73
736,6-5,Malcolm Brooks,Big West Conference,CS Fullerton,77
737,6-3,Jamal Smith,Big West Conference,CS Fullerton,75
738,6-4,Khalil Ahmad,Big West Conference,CS Fullerton,76
739,6-7,Jamar Akoh,Big West Conference,CS Fullerton,79
740,6-5,Sheldon Blackwell,Big West Conference,CS Fullerton,77
741,6-7,Rashard Todd,Big West Conference,CS Fullerton,79
742,6-10,Kennedy Esume,Big West Conference,CS Fullerton,82
743,6-3,Kendall Smith,Big West Conference,CS Northridge,75
744,6-5,Micheal Warren,Big West Conference,CS Northridge,77
745,6-5,Darin Johnson,Big West Conference,CS Northridge,77
746,6-8,Tavrion Dawson,Big West Conference,CS Northridge,80
747,6-8,Zacarry Douglas,Big West Conference,CS Northridge,80
748,6-2,Jason Richardson,Big West Conference,CS Northridge,74
749,6-9,Tre Hale-Edmerson,Big West Conference,CS Northridge,81
750,6-11,Olalekan Ajayi,Big West Conference,CS Northridge,83
751,5-11,Kelton Conway,Big West Conference,CS Northridge,71
752,6-3,Aaron Parks,Big West Conference,CS Northridge,75
753,6-2,KJ Smith,Big West Conference,CS Northridge,74
754,6-3,Mehran Nazarian,Big West Conference,CS Northridge,75
755,6-3,Jerron Wilbut,Big West Conference,CS Northridge,75
756,6-6,Reggie Theus Jr.,Big West Conference,CS Northridge,78
757,6-8,Rakim Lubin,Big West Conference,CS Northridge,80
758,6-11,Dylan Johns,Big West Conference,CS Northridge,83
759,6-8,Blair Orr,Big West Conference,CS Northridge,80
760,7-0,Beau Brown,Big West Conference,CS Northridge,84
761,6-1,Landon Drew,Big West Conference,CS Northridge,73
762,6-3,Dashawn King,Western Athletic Conference,UMKC,75
763,6-9,Ikem Eriobuna,Western Athletic Conference,UMKC,81
764,6-7,Kyle Steward,Western Athletic Conference,UMKC,79
765,6-2,Wyatt Voorhes,Western Athletic Conference,UMKC,74
766,6-4,Grant Leach,Western Athletic Conference,UMKC,76
767,5-11,Martez Harrison,Western Athletic Conference,UMKC,71
768,6-9,Thaddeus Smith,Western Athletic Conference,UMKC,81
769,6-8,Shayok Shayok,Western Athletic Conference,UMKC,80
770,6-6,Darius Austin,Western Athletic Conference,UMKC,78
771,6-5,Broderick Newbill,Western Athletic Conference,UMKC,77
772,6-8,Juan Ramon Rivas,Western Athletic Conference,UMKC,80
773,6-1,Noah Knight,Western Athletic Conference,UMKC,73
774,7-0,Jo Acuil,Big 12 Conference,Baylor,84
775,6-3,Wendell Mitchell,Big 12 Conference,Baylor,75
776,6-8,Rico Gathers,Big 12 Conference,Baylor,80
777,6-5,Jake Lindsey,Big 12 Conference,Baylor,77
778,6-9,Johnathan Motley,Big 12 Conference,Baylor,81
779,5-10,Lester Medford,Big 12 Conference,Baylor,70
780,6-5,John Heard,Big 12 Conference,Baylor,77
781,5-11,Manu Lecomte,Big 12 Conference,Baylor,71
782,6-7,Taurean Prince,Big 12 Conference,Baylor,79
783,6-3,King McClure,Big 12 Conference,Baylor,75
784,6-5,Ishmail Wainright,Big 12 Conference,Baylor,77
785,6-3,Al Freeman,Big 12 Conference,Baylor,75
786,6-7,Terry Maston,Big 12 Conference,Baylor,79
787,6-1,Austin Mills,Big 12 Conference,Baylor,73
788,5-11,Aaron Young,Summit League,Oral Roberts,71
789,6-5,DaQuan Jeffries,Summit League,Oral Roberts,77
790,6-3,Aaron Anderson,Summit League,Oral Roberts,75
791,6-5,Kris Martin,Summit League,Oral Roberts,77
